"","subject","item","Rating","Anim","Trans"
"5165",108,"29",6,"inverse",5
"5166",108,"30",6,"inverse",5
"5167",108,"31",6,"basic",4
"5168",108,"32",6,"basic",4
"5169",108,"33",4,"basic",4
"5170",108,"34",7,"inverse",4
"5171",108,"35",6,"inverse",4
"5172",108,"36",7,"inverse",4
"5173",108,"37",5,"basic",3
"5174",108,"38",6,"basic",3
"5175",108,"39",5,"basic",3
"5176",108,"40",7,"inverse",3
"5177",108,"41",7,"inverse",3
"5178",108,"42",7,"inverse",3
"5179",108,"43",6,"basic",2
"5180",108,"44",2,"basic",2
"5181",108,"45",6,"basic",2
"5182",108,"46",7,"inverse",2
"5183",108,"47",6,"inverse",2
"5184",108,"48",6,"inverse",2
"5185",109,"1",5,"basic",9
"5186",109,"2",7,"basic",9
"5187",109,"3",6,"basic",9
"5188",109,"4",4,"inverse",9
"5189",109,"5",5,"inverse",9
"5190",109,"6",4,"inverse",9
"5191",109,"7",6,"basic",8
"5192",109,"8",7,"basic",8
"5193",109,"9",4,"basic",8
"5194",109,"10",6,"inverse",8
"5195",109,"11",4,"inverse",8
"5196",109,"12",7,"inverse",8
"5197",109,"13",7,"basic",7
"5198",109,"14",3,"basic",7
"5199",109,"15",6,"basic",7
"5200",109,"16",6,"inverse",7
"5201",109,"17",3,"inverse",7
"5202",109,"18",3,"inverse",7
"5203",109,"19",5,"basic",6
"5204",109,"20",7,"basic",6
"5205",109,"21",7,"basic",6
"5206",109,"22",5,"inverse",6
"5207",109,"23",3,"inverse",6
"5208",109,"24",6,"inverse",6
"5209",109,"25",4,"basic",5
"5210",109,"26",7,"basic",5
"5211",109,"27",3,"basic",5
"5212",109,"28",4,"inverse",5
"5213",109,"29",4,"inverse",5
"5214",109,"30",7,"inverse",5
"5215",109,"31",4,"basic",4
"5216",109,"32",7,"basic",4
"5217",109,"33",3,"basic",4
"5218",109,"34",4,"inverse",4
"5219",109,"35",7,"inverse",4
"5220",109,"36",4,"inverse",4
"5221",109,"37",5,"basic",3
"5222",109,"38",6,"basic",3
"5223",109,"39",6,"basic",3
"5224",109,"40",5,"inverse",3
"5225",109,"41",5,"inverse",3
"5226",109,"42",7,"inverse",3
"5227",109,"43",4,"basic",2
"5228",109,"44",7,"basic",2
"5229",109,"45",7,"basic",2
"5230",109,"46",7,"inverse",2
"5231",109,"47",4,"inverse",2
"5232",109,"48",4,"inverse",2
"5233",110,"1",6,"basic",9
"5234",110,"2",6,"basic",9
"5235",110,"3",7,"basic",9
"5236",110,"4",4,"inverse",9
"5237",110,"5",4,"inverse",9
"5238",110,"6",3,"inverse",9
"5239",110,"7",7,"basic",8
"5240",110,"8",5,"basic",8
"5241",110,"9",6,"basic",8
"5242",110,"10",7,"inverse",8
"5243",110,"11",1,"inverse",8
"5244",110,"12",6,"inverse",8
"5245",110,"13",7,"basic",7
"5246",110,"14",6,"basic",7
"5247",110,"15",3,"basic",7
"5248",110,"16",5,"inverse",7
"5249",110,"17",6,"inverse",7
"5250",110,"18",3,"inverse",7
"5251",110,"19",7,"basic",6
"5252",110,"20",7,"basic",6
"5253",110,"21",6,"basic",6
"5254",110,"22",5,"inverse",6
"5255",110,"23",3,"inverse",6
"5256",110,"24",7,"inverse",6
"5257",110,"25",6,"basic",5
"5258",110,"26",7,"basic",5
"5259",110,"27",7,"basic",5
"5260",110,"28",6,"inverse",5
"5261",110,"29",6,"inverse",5
"5262",110,"30",7,"inverse",5
"5263",110,"31",7,"basic",4
"5264",110,"32",6,"basic",4
"5265",110,"33",3,"basic",4
"5266",110,"34",4,"inverse",4
"5267",110,"35",7,"inverse",4
"5268",110,"36",7,"inverse",4
"5269",110,"37",6,"basic",3
"5270",110,"38",7,"basic",3
"5271",110,"39",6,"basic",3
"5272",110,"40",5,"inverse",3
"5273",110,"41",7,"inverse",3
"5274",110,"42",7,"inverse",3
"5275",110,"43",2,"basic",2
"5276",110,"44",7,"basic",2
"5277",110,"45",7,"basic",2
"5278",110,"46",2,"inverse",2
"5279",110,"47",4,"inverse",2
"5280",110,"48",6,"inverse",2
"5281",111,"1",7,"basic",9
"5282",111,"2",7,"basic",9
"5283",111,"3",7,"basic",9
"5284",111,"4",7,"inverse",9
"5285",111,"5",7,"inverse",9
"5286",111,"6",5,"inverse",9
"5287",111,"7",7,"basic",8
"5288",111,"8",7,"basic",8
"5289",111,"9",7,"basic",8
"5290",111,"10",7,"inverse",8
"5291",111,"11",5,"inverse",8
"5292",111,"12",7,"inverse",8
"5293",111,"13",7,"basic",7
"5294",111,"14",7,"basic",7
"5295",111,"15",3,"basic",7
"5296",111,"16",5,"inverse",7
"5297",111,"17",5,"inverse",7
"5298",111,"18",5,"inverse",7
"5299",111,"19",7,"basic",6
"5300",111,"20",7,"basic",6
"5301",111,"21",6,"basic",6
"5302",111,"22",7,"inverse",6
"5303",111,"23",5,"inverse",6
"5304",111,"24",7,"inverse",6
"5305",111,"25",5,"basic",5
"5306",111,"26",7,"basic",5
"5307",111,"27",7,"basic",5
"5308",111,"28",5,"inverse",5
"5309",111,"29",7,"inverse",5
"5310",111,"30",7,"inverse",5
"5311",111,"31",7,"basic",4
"5312",111,"32",7,"basic",4
"5313",111,"33",3,"basic",4
"5314",111,"34",7,"inverse",4
"5315",111,"35",7,"inverse",4
"5316",111,"36",7,"inverse",4
"5317",111,"37",7,"basic",3
"5318",111,"38",6,"basic",3
"5319",111,"39",7,"basic",3
"5320",111,"40",7,"inverse",3
"5321",111,"41",7,"inverse",3
"5322",111,"42",7,"inverse",3
"5323",111,"43",7,"basic",2
"5324",111,"44",7,"basic",2
"5325",111,"45",7,"basic",2
"5326",111,"46",7,"inverse",2
"5327",111,"47",7,"inverse",2
"5328",111,"48",6,"inverse",2
"5329",112,"1",6,"basic",9
"5330",112,"2",7,"basic",9
"5331",112,"3",6,"basic",9
"5332",112,"4",6,"inverse",9
"5333",112,"5",7,"inverse",9
"5334",112,"6",6,"inverse",9
"5335",112,"7",5,"basic",8
"5336",112,"8",6,"basic",8
"5337",112,"9",5,"basic",8
"5338",112,"10",6,"inverse",8
"5339",112,"11",7,"inverse",8
"5340",112,"12",6,"inverse",8
"5341",112,"13",6,"basic",7
"5342",112,"14",5,"basic",7
"5343",112,"15",5,"basic",7
"5344",112,"16",7,"inverse",7
"5345",112,"17",5,"inverse",7
"5346",112,"18",5,"inverse",7
"5347",112,"19",5,"basic",6
"5348",112,"20",6,"basic",6
"5349",112,"21",5,"basic",6
"5350",112,"22",5,"inverse",6
"5351",112,"23",6,"inverse",6
"5352",112,"24",6,"inverse",6
"5353",112,"25",5,"basic",5
"5354",112,"26",7,"basic",5
"5355",112,"27",5,"basic",5
"5356",112,"28",5,"inverse",5
"5357",112,"29",6,"inverse",5
"5358",112,"30",6,"inverse",5
"5359",112,"31",5,"basic",4
"5360",112,"32",5,"basic",4
"5361",112,"33",6,"basic",4
"5362",112,"34",7,"inverse",4
"5363",112,"35",7,"inverse",4
"5364",112,"36",7,"inverse",4
"5365",112,"37",6,"basic",3
"5366",112,"38",6,"basic",3
"5367",112,"39",5,"basic",3
"5368",112,"40",5,"inverse",3
"5369",112,"41",7,"inverse",3
"5370",112,"42",7,"inverse",3
"5371",112,"43",4,"basic",2
"5372",112,"44",6,"basic",2
"5373",112,"45",7,"basic",2
"5374",112,"46",6,"inverse",2
"5375",112,"47",5,"inverse",2
"5376",112,"48",5,"inverse",2
"5377",113,"1",6,"basic",9
"5378",113,"2",7,"basic",9
"5379",113,"3",7,"basic",9
"5380",113,"4",7,"inverse",9
"5381",113,"5",4,"inverse",9
"5382",113,"6",5,"inverse",9
"5383",113,"7",7,"basic",8
"5384",113,"8",7,"basic",8
"5385",113,"9",6,"basic",8
"5386",113,"10",6,"inverse",8
"5387",113,"11",7,"inverse",8
"5388",113,"12",6,"inverse",8
"5389",113,"13",6,"basic",7
"5390",113,"14",5,"basic",7
"5391",113,"15",4,"basic",7
"5392",113,"16",4,"inverse",7
"5393",113,"17",4,"inverse",7
"5394",113,"18",5,"inverse",7
"5395",113,"19",7,"basic",6
"5396",113,"20",6,"basic",6
"5397",113,"21",6,"basic",6
"5398",113,"22",6,"inverse",6
"5399",113,"23",5,"inverse",6
"5400",113,"24",6,"inverse",6
"5401",113,"25",6,"basic",5
"5402",113,"26",7,"basic",5
"5403",113,"27",6,"basic",5
"5404",113,"28",5,"inverse",5
"5405",113,"29",6,"inverse",5
"5406",113,"30",6,"inverse",5
"5407",113,"31",6,"basic",4
"5408",113,"32",6,"basic",4
"5409",113,"33",6,"basic",4
"5410",113,"34",6,"inverse",4
"5411",113,"35",6,"inverse",4
"5412",113,"36",6,"inverse",4
"5413",113,"37",6,"basic",3
"5414",113,"38",6,"basic",3
"5415",113,"39",6,"basic",3
"5416",113,"40",6,"inverse",3
"5417",113,"41",7,"inverse",3
"5418",113,"42",7,"inverse",3
"5419",113,"43",4,"basic",2
"5420",113,"44",7,"basic",2
"5421",113,"45",6,"basic",2
"5422",113,"46",6,"inverse",2
"5423",113,"47",6,"inverse",2
"5424",113,"48",5,"inverse",2
"5425",114,"1",7,"basic",9
"5426",114,"2",7,"basic",9
"5427",114,"3",7,"basic",9
"5428",114,"4",1,"inverse",9
"5429",114,"5",7,"inverse",9
"5430",114,"6",7,"inverse",9
"5431",114,"7",7,"basic",8
"5432",114,"8",7,"basic",8
"5433",114,"9",7,"basic",8
"5434",114,"10",1,"inverse",8
"5435",114,"11",7,"inverse",8
"5436",114,"12",7,"inverse",8
"5437",114,"13",7,"basic",7
"5438",114,"14",7,"basic",7
"5439",114,"15",7,"basic",7
"5440",114,"16",7,"inverse",7
"5441",114,"17",7,"inverse",7
"5442",114,"18",7,"inverse",7
"5443",114,"19",7,"basic",6
"5444",114,"20",7,"basic",6
"5445",114,"21",1,"basic",6
"5446",114,"22",7,"inverse",6
"5447",114,"23",7,"inverse",6
"5448",114,"24",7,"inverse",6
"5449",114,"25",7,"basic",5
"5450",114,"26",7,"basic",5
"5451",114,"27",7,"basic",5
"5452",114,"28",7,"inverse",5
"5453",114,"29",7,"inverse",5
"5454",114,"30",7,"inverse",5
"5455",114,"31",7,"basic",4
"5456",114,"32",7,"basic",4
"5457",114,"33",7,"basic",4
"5458",114,"34",7,"inverse",4
"5459",114,"35",7,"inverse",4
"5460",114,"36",7,"inverse",4
"5461",114,"37",7,"basic",3
"5462",114,"38",7,"basic",3
"5463",114,"39",7,"basic",3
"5464",114,"40",7,"inverse",3
"5465",114,"41",7,"inverse",3
"5466",114,"42",7,"inverse",3
"5467",114,"43",7,"basic",2
"5468",114,"44",7,"basic",2
"5469",114,"45",7,"basic",2
"5470",114,"46",7,"inverse",2
"5471",114,"47",7,"inverse",2
"5472",114,"48",7,"inverse",2
"5473",115,"1",5,"basic",9
"5474",115,"2",5,"basic",9
"5475",115,"3",5,"basic",9
"5476",115,"4",5,"inverse",9
"5477",115,"5",6,"inverse",9
"5478",115,"6",7,"inverse",9
"5479",115,"7",6,"basic",8
"5480",115,"8",5,"basic",8
"5481",115,"9",6,"basic",8
"5482",115,"10",7,"inverse",8
"5483",115,"11",5,"inverse",8
"5484",115,"12",6,"inverse",8
"5485",115,"13",7,"basic",7
"5486",115,"14",7,"basic",7
"5487",115,"15",6,"basic",7
"5488",115,"16",5,"inverse",7
"5489",115,"17",6,"inverse",7
"5490",115,"18",6,"inverse",7
"5491",115,"19",5,"basic",6
"5492",115,"20",6,"basic",6
"5493",115,"21",5,"basic",6
"5494",115,"22",6,"inverse",6
"5495",115,"23",6,"inverse",6
"5496",115,"24",6,"inverse",6
"5497",115,"25",5,"basic",5
"5498",115,"26",5,"basic",5
"5499",115,"27",7,"basic",5
"5500",115,"28",6,"inverse",5
"5501",115,"29",6,"inverse",5
"5502",115,"30",7,"inverse",5
"5503",115,"31",4,"basic",4
"5504",115,"32",4,"basic",4
"5505",115,"33",5,"basic",4
"5506",115,"34",6,"inverse",4
"5507",115,"35",5,"inverse",4
"5508",115,"36",5,"inverse",4
"5509",115,"37",7,"basic",3
"5510",115,"38",5,"basic",3
"5511",115,"39",6,"basic",3
"5512",115,"40",5,"inverse",3
"5513",115,"41",6,"inverse",3
"5514",115,"42",6,"inverse",3
"5515",115,"43",6,"basic",2
"5516",115,"44",6,"basic",2
"5517",115,"45",6,"basic",2
"5518",115,"46",6,"inverse",2
"5519",115,"47",6,"inverse",2
"5520",115,"48",5,"inverse",2
"5521",116,"1",4,"basic",9
"5522",116,"2",5,"basic",9
"5523",116,"3",3,"basic",9
"5524",116,"4",5,"inverse",9
"5525",116,"5",3,"inverse",9
"5526",116,"6",4,"inverse",9
"5527",116,"7",6,"basic",8
"5528",116,"8",5,"basic",8
"5529",116,"9",4,"basic",8
"5530",116,"10",5,"inverse",8
"5531",116,"11",5,"inverse",8
"5532",116,"12",5,"inverse",8
"5533",116,"13",6,"basic",7
"5534",116,"14",3,"basic",7
"5535",116,"15",5,"basic",7
"5536",116,"16",4,"inverse",7
"5537",116,"17",5,"inverse",7
"5538",116,"18",4,"inverse",7
"5539",116,"19",4,"basic",6
"5540",116,"20",5,"basic",6
"5541",116,"21",5,"basic",6
"5542",116,"22",5,"inverse",6
"5543",116,"23",4,"inverse",6
"5544",116,"24",4,"inverse",6
"5545",116,"25",5,"basic",5
"5546",116,"26",6,"basic",5
"5547",116,"27",4,"basic",5
"5548",116,"28",4,"inverse",5
"5549",116,"29",3,"inverse",5
"5550",116,"30",6,"inverse",5
"5551",116,"31",5,"basic",4
"5552",116,"32",5,"basic",4
"5553",116,"33",4,"basic",4
"5554",116,"34",3,"inverse",4
"5555",116,"35",4,"inverse",4
"5556",116,"36",5,"inverse",4
"5557",116,"37",3,"basic",3
"5558",116,"38",6,"basic",3
"5559",116,"39",5,"basic",3
"5560",116,"40",4,"inverse",3
"5561",116,"41",5,"inverse",3
"5562",116,"42",6,"inverse",3
"5563",116,"43",4,"basic",2
"5564",116,"44",6,"basic",2
"5565",116,"45",5,"basic",2
"5566",116,"46",6,"inverse",2
"5567",116,"47",2,"inverse",2
"5568",116,"48",3,"inverse",2
"5569",117,"1",6,"basic",9
"5570",117,"2",7,"basic",9
"5571",117,"3",4,"basic",9
"5572",117,"4",5,"inverse",9
"5573",117,"5",5,"inverse",9
"5574",117,"6",5,"inverse",9
"5575",117,"7",7,"basic",8
"5576",117,"8",7,"basic",8
"5577",117,"9",7,"basic",8
"5578",117,"10",7,"inverse",8
"5579",117,"11",5,"inverse",8
"5580",117,"12",6,"inverse",8
"5581",117,"13",7,"basic",7
"5582",117,"14",5,"basic",7
"5583",117,"15",4,"basic",7
"5584",117,"16",5,"inverse",7
"5585",117,"17",6,"inverse",7
"5586",117,"18",5,"inverse",7
"5587",117,"19",7,"basic",6
"5588",117,"20",7,"basic",6
"5589",117,"21",7,"basic",6
"5590",117,"22",7,"inverse",6
"5591",117,"23",5,"inverse",6
"5592",117,"24",7,"inverse",6
"5593",117,"25",6,"basic",5
"5594",117,"26",7,"basic",5
"5595",117,"27",7,"basic",5
"5596",117,"28",6,"inverse",5
"5597",117,"29",6,"inverse",5
"5598",117,"30",7,"inverse",5
"5599",117,"31",4,"basic",4
"5600",117,"32",7,"basic",4
"5601",117,"33",3,"basic",4
"5602",117,"34",7,"inverse",4
"5603",117,"35",7,"inverse",4
"5604",117,"36",7,"inverse",4
"5605",117,"37",6,"basic",3
"5606",117,"38",7,"basic",3
"5607",117,"39",4,"basic",3
"5608",117,"40",4,"inverse",3
"5609",117,"41",7,"inverse",3
"5610",117,"42",7,"inverse",3
"5611",117,"43",3,"basic",2
"5612",117,"44",7,"basic",2
"5613",117,"45",7,"basic",2
"5614",117,"46",7,"inverse",2
"5615",117,"47",5,"inverse",2
"5616",117,"48",7,"inverse",2
"5617",118,"1",3,"basic",9
"5618",118,"2",5,"basic",9
"5619",118,"3",2,"basic",9
"5620",118,"4",3,"inverse",9
"5621",118,"5",1,"inverse",9
"5622",118,"6",2,"inverse",9
"5623",118,"7",3,"basic",8
"5624",118,"8",6,"basic",8
"5625",118,"9",2,"basic",8
"5626",118,"10",6,"inverse",8
"5627",118,"11",1,"inverse",8
"5628",118,"12",2,"inverse",8
"5629",118,"13",7,"basic",7
"5630",118,"14",4,"basic",7
"5631",118,"15",1,"basic",7
"5632",118,"16",2,"inverse",7
"5633",118,"17",1,"inverse",7
"5634",118,"18",1,"inverse",7
"5635",118,"19",3,"basic",6
"5636",118,"20",7,"basic",6
"5637",118,"21",6,"basic",6
"5638",118,"22",5,"inverse",6
"5639",118,"23",1,"inverse",6
"5640",118,"24",5,"inverse",6
"5641",118,"25",2,"basic",5
"5642",118,"26",6,"basic",5
"5643",118,"27",6,"basic",5
"5644",118,"28",1,"inverse",5
"5645",118,"29",2,"inverse",5
"5646",118,"30",7,"inverse",5
"5647",118,"31",3,"basic",4
"5648",118,"32",5,"basic",4
"5649",118,"33",2,"basic",4
"5650",118,"34",6,"inverse",4
"5651",118,"35",6,"inverse",4
"5652",118,"36",6,"inverse",4
"5653",118,"37",6,"basic",3
"5654",118,"38",6,"basic",3
"5655",118,"39",6,"basic",3
"5656",118,"40",6,"inverse",3
"5657",118,"41",6,"inverse",3
"5658",118,"42",7,"inverse",3
"5659",118,"43",1,"basic",2
"5660",118,"44",7,"basic",2
"5661",118,"45",7,"basic",2
"5662",118,"46",7,"inverse",2
"5663",118,"47",2,"inverse",2
"5664",118,"48",5,"inverse",2
"5665",119,"1",5,"basic",9
"5666",119,"2",5,"basic",9
"5667",119,"3",5,"basic",9
"5668",119,"4",5,"inverse",9
"5669",119,"5",6,"inverse",9
"5670",119,"6",5,"inverse",9
"5671",119,"7",6,"basic",8
"5672",119,"8",6,"basic",8
"5673",119,"9",4,"basic",8
"5674",119,"10",5,"inverse",8
"5675",119,"11",5,"inverse",8
"5676",119,"12",5,"inverse",8
"5677",119,"13",6,"basic",7
"5678",119,"14",5,"basic",7
"5679",119,"15",5,"basic",7
"5680",119,"16",5,"inverse",7
"5681",119,"17",4,"inverse",7
"5682",119,"18",5,"inverse",7
"5683",119,"19",5,"basic",6
"5684",119,"20",5,"basic",6
"5685",119,"21",5,"basic",6
"5686",119,"22",5,"inverse",6
"5687",119,"23",5,"inverse",6
"5688",119,"24",5,"inverse",6
"5689",119,"25",6,"basic",5
"5690",119,"26",5,"basic",5
"5691",119,"27",5,"basic",5
"5692",119,"28",4,"inverse",5
"5693",119,"29",5,"inverse",5
"5694",119,"30",5,"inverse",5
"5695",119,"31",5,"basic",4
"5696",119,"32",6,"basic",4
"5697",119,"33",5,"basic",4
"5698",119,"34",5,"inverse",4
"5699",119,"35",6,"inverse",4
"5700",119,"36",5,"inverse",4
"5701",119,"37",4,"basic",3
"5702",119,"38",5,"basic",3
"5703",119,"39",5,"basic",3
"5704",119,"40",5,"inverse",3
"5705",119,"41",6,"inverse",3
"5706",119,"42",6,"inverse",3
"5707",119,"43",6,"basic",2
"5708",119,"44",5,"basic",2
"5709",119,"45",6,"basic",2
"5710",119,"46",5,"inverse",2
"5711",119,"47",5,"inverse",2
"5712",119,"48",6,"inverse",2
"5713",120,"1",7,"basic",9
"5714",120,"2",7,"basic",9
"5715",120,"3",7,"basic",9
"5716",120,"4",7,"inverse",9
"5717",120,"5",7,"inverse",9
"5718",120,"6",7,"inverse",9
"5719",120,"7",7,"basic",8
"5720",120,"8",7,"basic",8
"5721",120,"9",7,"basic",8
"5722",120,"10",7,"inverse",8
"5723",120,"11",7,"inverse",8
"5724",120,"12",6,"inverse",8
"5725",120,"13",7,"basic",7
"5726",120,"14",7,"basic",7
"5727",120,"15",7,"basic",7
"5728",120,"16",7,"inverse",7
"5729",120,"17",7,"inverse",7
"5730",120,"18",7,"inverse",7
"5731",120,"19",7,"basic",6
"5732",120,"20",7,"basic",6
"5733",120,"21",7,"basic",6
"5734",120,"22",7,"inverse",6
"5735",120,"23",7,"inverse",6
"5736",120,"24",7,"inverse",6
"5737",120,"25",7,"basic",5
"5738",120,"26",7,"basic",5
"5739",120,"27",7,"basic",5
"5740",120,"28",7,"inverse",5
"5741",120,"29",7,"inverse",5
"5742",120,"30",7,"inverse",5
"5743",120,"31",7,"basic",4
"5744",120,"32",7,"basic",4
"5745",120,"33",7,"basic",4
"5746",120,"34",7,"inverse",4
"5747",120,"35",7,"inverse",4
"5748",120,"36",7,"inverse",4
"5749",120,"37",7,"basic",3
"5750",120,"38",7,"basic",3
"5751",120,"39",7,"basic",3
"5752",120,"40",7,"inverse",3
"5753",120,"41",7,"inverse",3
"5754",120,"42",7,"inverse",3
"5755",120,"43",7,"basic",2
"5756",120,"44",7,"basic",2
"5757",120,"45",7,"basic",2
"5758",120,"46",7,"inverse",2
"5759",120,"47",7,"inverse",2
"5760",120,"48",7,"inverse",2
"5761",121,"1",5,"basic",9
"5762",121,"2",7,"basic",9
"5763",121,"3",6,"basic",9
"5764",121,"4",6,"inverse",9
"5765",121,"5",5,"inverse",9
"5766",121,"6",6,"inverse",9
"5767",121,"7",6,"basic",8
"5768",121,"8",6,"basic",8
"5769",121,"9",6,"basic",8
"5770",121,"10",6,"inverse",8
"5771",121,"11",6,"inverse",8
"5772",121,"12",7,"inverse",8
"5773",121,"13",7,"basic",7
"5774",121,"14",6,"basic",7
"5775",121,"15",6,"basic",7
"5776",121,"16",5,"inverse",7
"5777",121,"17",6,"inverse",7
"5778",121,"18",6,"inverse",7
"5779",121,"19",6,"basic",6
"5780",121,"20",7,"basic",6
"5781",121,"21",4,"basic",6
"5782",121,"22",7,"inverse",6
"5783",121,"23",6,"inverse",6
"5784",121,"24",7,"inverse",6
"5785",121,"25",6,"basic",5
"5786",121,"26",7,"basic",5
"5787",121,"27",7,"basic",5
"5788",121,"28",6,"inverse",5
"5789",121,"29",6,"inverse",5
"5790",121,"30",7,"inverse",5
"5791",121,"31",6,"basic",4
"5792",121,"32",6,"basic",4
"5793",121,"33",7,"basic",4
"5794",121,"34",7,"inverse",4
"5795",121,"35",6,"inverse",4
"5796",121,"36",7,"inverse",4
"5797",121,"37",6,"basic",3
"5798",121,"38",3,"basic",3
"5799",121,"39",4,"basic",3
"5800",121,"40",3,"inverse",3
"5801",121,"41",7,"inverse",3
"5802",121,"42",7,"inverse",3
"5803",121,"43",2,"basic",2
"5804",121,"44",5,"basic",2
"5805",121,"45",6,"basic",2
"5806",121,"46",4,"inverse",2
"5807",121,"47",5,"inverse",2
"5808",121,"48",6,"inverse",2
"5809",122,"1",7,"basic",9
"5810",122,"2",7,"basic",9
"5811",122,"3",7,"basic",9
"5812",122,"4",7,"inverse",9
"5813",122,"5",7,"inverse",9
"5814",122,"6",7,"inverse",9
"5815",122,"7",7,"basic",8
"5816",122,"8",7,"basic",8
"5817",122,"9",7,"basic",8
"5818",122,"10",7,"inverse",8
"5819",122,"11",7,"inverse",8
"5820",122,"12",6,"inverse",8
"5821",122,"13",7,"basic",7
"5822",122,"14",7,"basic",7
"5823",122,"15",5,"basic",7
"5824",122,"16",6,"inverse",7
"5825",122,"17",6,"inverse",7
"5826",122,"18",7,"inverse",7
"5827",122,"19",7,"basic",6
"5828",122,"20",7,"basic",6
"5829",122,"21",7,"basic",6
"5830",122,"22",7,"inverse",6
"5831",122,"23",7,"inverse",6
"5832",122,"24",7,"inverse",6
"5833",122,"25",7,"basic",5
"5834",122,"26",7,"basic",5
"5835",122,"27",6,"basic",5
"5836",122,"28",7,"inverse",5
"5837",122,"29",7,"inverse",5
"5838",122,"30",6,"inverse",5
"5839",122,"31",7,"basic",4
"5840",122,"32",7,"basic",4
"5841",122,"33",5,"basic",4
"5842",122,"34",7,"inverse",4
"5843",122,"35",7,"inverse",4
"5844",122,"36",7,"inverse",4
"5845",122,"37",6,"basic",3
"5846",122,"38",7,"basic",3
"5847",122,"39",7,"basic",3
"5848",122,"40",6,"inverse",3
"5849",122,"41",6,"inverse",3
"5850",122,"42",7,"inverse",3
"5851",122,"43",5,"basic",2
"5852",122,"44",7,"basic",2
"5853",122,"45",7,"basic",2
"5854",122,"46",7,"inverse",2
"5855",122,"47",7,"inverse",2
"5856",122,"48",7,"inverse",2
"5857",123,"1",7,"basic",9
"5858",123,"2",6,"basic",9
"5859",123,"3",6,"basic",9
"5860",123,"4",7,"inverse",9
"5861",123,"5",7,"inverse",9
"5862",123,"6",5,"inverse",9
"5863",123,"7",5,"basic",8
"5864",123,"8",7,"basic",8
"5865",123,"9",6,"basic",8
"5866",123,"10",7,"inverse",8
"5867",123,"11",3,"inverse",8
"5868",123,"12",6,"inverse",8
"5869",123,"13",7,"basic",7
"5870",123,"14",6,"basic",7
"5871",123,"15",6,"basic",7
"5872",123,"16",4,"inverse",7
"5873",123,"17",4,"inverse",7
"5874",123,"18",6,"inverse",7
"5875",123,"19",5,"basic",6
"5876",123,"20",6,"basic",6
"5877",123,"21",6,"basic",6
"5878",123,"22",7,"inverse",6
"5879",123,"23",3,"inverse",6
"5880",123,"24",7,"inverse",6
"5881",123,"25",5,"basic",5
"5882",123,"26",5,"basic",5
"5883",123,"27",7,"basic",5
"5884",123,"28",5,"inverse",5
"5885",123,"29",5,"inverse",5
"5886",123,"30",6,"inverse",5
"5887",123,"31",5,"basic",4
"5888",123,"32",7,"basic",4
"5889",123,"33",6,"basic",4
"5890",123,"34",4,"inverse",4
"5891",123,"35",5,"inverse",4
"5892",123,"36",6,"inverse",4
"5893",123,"37",7,"basic",3
"5894",123,"38",5,"basic",3
"5895",123,"39",6,"basic",3
"5896",123,"40",6,"inverse",3
"5897",123,"41",6,"inverse",3
"5898",123,"42",6,"inverse",3
"5899",123,"43",6,"basic",2
"5900",123,"44",7,"basic",2
"5901",123,"45",6,"basic",2
"5902",123,"46",6,"inverse",2
"5903",123,"47",6,"inverse",2
"5904",123,"48",3,"inverse",2
"5905",124,"1",2,"basic",9
"5906",124,"2",4,"basic",9
"5907",124,"3",4,"basic",9
"5908",124,"4",4,"inverse",9
"5909",124,"5",4,"inverse",9
"5910",124,"6",4,"inverse",9
"5911",124,"7",4,"basic",8
"5912",124,"8",6,"basic",8
"5913",124,"9",2,"basic",8
"5914",124,"10",4,"inverse",8
"5915",124,"11",6,"inverse",8
"5916",124,"12",2,"inverse",8
"5917",124,"13",4,"basic",7
"5918",124,"14",1,"basic",7
"5919",124,"15",4,"basic",7
"5920",124,"16",2,"inverse",7
"5921",124,"17",4,"inverse",7
"5922",124,"18",5,"inverse",7
"5923",124,"19",5,"basic",6
"5924",124,"20",6,"basic",6
"5925",124,"21",4,"basic",6
"5926",124,"22",1,"inverse",6
"5927",124,"23",4,"inverse",6
"5928",124,"24",4,"inverse",6
"5929",124,"25",3,"basic",5
"5930",124,"26",4,"basic",5
"5931",124,"27",4,"basic",5
"5932",124,"28",4,"inverse",5
"5933",124,"29",5,"inverse",5
"5934",124,"30",4,"inverse",5
"5935",124,"31",4,"basic",4
"5936",124,"32",4,"basic",4
"5937",124,"33",1,"basic",4
"5938",124,"34",4,"inverse",4
"5939",124,"35",5,"inverse",4
"5940",124,"36",5,"inverse",4
"5941",124,"37",3,"basic",3
"5942",124,"38",4,"basic",3
"5943",124,"39",4,"basic",3
"5944",124,"40",4,"inverse",3
"5945",124,"41",4,"inverse",3
"5946",124,"42",6,"inverse",3
"5947",124,"43",4,"basic",2
"5948",124,"44",5,"basic",2
"5949",124,"45",4,"basic",2
"5950",124,"46",4,"inverse",2
"5951",124,"47",4,"inverse",2
"5952",124,"48",4,"inverse",2
"5953",125,"1",6,"basic",9
"5954",125,"2",6,"basic",9
"5955",125,"3",5,"basic",9
"5956",125,"4",6,"inverse",9
"5957",125,"5",4,"inverse",9
"5958",125,"6",3,"inverse",9
"5959",125,"7",6,"basic",8
"5960",125,"8",6,"basic",8
"5961",125,"9",5,"basic",8
"5962",125,"10",6,"inverse",8
