"","X","subject","item","Rating","Caus","Trans"
"3822",3822,"96","22","7","Aff","5"
"3823",3823,"96","23","6","Aff","5"
"3824",3824,"96","24","7","Aff","5"
"3825",3825,"96","25","7","Loc","4"
"3826",3826,"96","26","7","Loc","3"
"3827",3827,"96","27","7","Loc","4"
"3828",3828,"96","28","7","Loc","3"
"3829",3829,"96","29","7","Loc","3"
"3830",3830,"96","30","7","Loc","3"
"3831",3831,"96","31","7","Loc","2"
"3832",3832,"96","32","7","Loc","3"
"3833",3833,"96","33","7","Poss","2"
"3834",3834,"96","34","7","Poss","2"
"3835",3835,"96","35","7","Poss","2"
"3836",3836,"96","36","7","Poss","1"
"3837",3837,"96","37","7","Poss","2"
"3838",3838,"96","38","7","Poss","2"
"3839",3839,"96","39","7","Poss","2"
"3840",3840,"96","40","7","Poss","1"
"3841",3841,"97","1","3","Phys","9"
"3842",3842,"97","2","2","Phys","6"
"3843",3843,"97","3","4","Phys","9"
"3844",3844,"97","4","5","Phys","6"
"3845",3845,"97","5","5","Phys","5"
"3846",3846,"97","6","6","Phys","7"
"3847",3847,"97","7","1","Phys","9"
"3848",3848,"97","8","2","Phys","5"
"3849",3849,"97","9","1","Inst","7"
"3850",3850,"97","10","1","Inst","5"
"3851",3851,"97","11","1","Inst","7"
"3852",3852,"97","12","1","Inst","5"
"3853",3853,"97","13","1","Inst","8"
"3854",3854,"97","14","1","Inst","4"
"3855",3855,"97","15","1","Inst","3"
"3856",3856,"97","16","4","Inst","5"
"3857",3857,"97","17","3","Aff","4"
"3858",3858,"97","18","7","Aff","5"
"3859",3859,"97","19","7","Aff","5"
"3860",3860,"97","20","2","Aff","5"
"3861",3861,"97","21","6","Aff","4"
"3862",3862,"97","22","5","Aff","5"
"3863",3863,"97","23","2","Aff","5"
"3864",3864,"97","24","2","Aff","5"
"3865",3865,"97","25","7","Loc","4"
"3866",3866,"97","26","5","Loc","3"
"3867",3867,"97","27","4","Loc","4"
"3868",3868,"97","28","4","Loc","3"
"3869",3869,"97","29","7","Loc","3"
"3870",3870,"97","30","7","Loc","3"
"3871",3871,"97","31","7","Loc","2"
"3872",3872,"97","32","7","Loc","3"
"3873",3873,"97","33","7","Poss","2"
"3874",3874,"97","34","7","Poss","2"
"3875",3875,"97","35","6","Poss","2"
"3876",3876,"97","36","7","Poss","1"
"3877",3877,"97","37","6","Poss","2"
"3878",3878,"97","38","7","Poss","2"
"3879",3879,"97","39","7","Poss","2"
"3880",3880,"97","40","7","Poss","1"
"3881",3881,"98","1","2","Phys","9"
"3882",3882,"98","2","1","Phys","6"
"3883",3883,"98","3","3","Phys","9"
"3884",3884,"98","4","1","Phys","6"
"3885",3885,"98","5","7","Phys","5"
"3886",3886,"98","6","3","Phys","7"
"3887",3887,"98","7","1","Phys","9"
"3888",3888,"98","8","1","Phys","5"
"3889",3889,"98","9","1","Inst","7"
"3890",3890,"98","10","1","Inst","5"
"3891",3891,"98","11","1","Inst","7"
"3892",3892,"98","12","1","Inst","5"
"3893",3893,"98","13","1","Inst","8"
"3894",3894,"98","14","1","Inst","4"
"3895",3895,"98","15","1","Inst","3"
"3896",3896,"98","16","1","Inst","5"
"3897",3897,"98","17","2","Aff","4"
"3898",3898,"98","18","3","Aff","5"
"3899",3899,"98","19","1","Aff","5"
"3900",3900,"98","20","6","Aff","5"
"3901",3901,"98","21","4","Aff","4"
"3902",3902,"98","22","7","Aff","5"
"3903",3903,"98","23","1","Aff","5"
"3904",3904,"98","24","3","Aff","5"
"3905",3905,"98","25","7","Loc","4"
"3906",3906,"98","26","7","Loc","3"
"3907",3907,"98","27","5","Loc","4"
"3908",3908,"98","28","5","Loc","3"
"3909",3909,"98","29","7","Loc","3"
"3910",3910,"98","30","7","Loc","3"
"3911",3911,"98","31","7","Loc","2"
"3912",3912,"98","32","7","Loc","3"
"3913",3913,"98","33","7","Poss","2"
"3914",3914,"98","34","7","Poss","2"
"3915",3915,"98","35","7","Poss","2"
"3916",3916,"98","36","2","Poss","1"
"3917",3917,"98","37","7","Poss","2"
"3918",3918,"98","38","7","Poss","2"
"3919",3919,"98","39","5","Poss","2"
"3920",3920,"98","40","7","Poss","1"
"3921",3921,"99","1","7","Phys","9"
"3922",3922,"99","2","6","Phys","6"
"3923",3923,"99","3","7","Phys","9"
"3924",3924,"99","4","7","Phys","6"
"3925",3925,"99","5","5","Phys","5"
"3926",3926,"99","6","7","Phys","7"
"3927",3927,"99","7","7","Phys","9"
"3928",3928,"99","8","3","Phys","5"
"3929",3929,"99","9","1","Inst","7"
"3930",3930,"99","10","5","Inst","5"
"3931",3931,"99","11","2","Inst","7"
"3932",3932,"99","12","2","Inst","5"
"3933",3933,"99","13","2","Inst","8"
"3934",3934,"99","14","2","Inst","4"
"3935",3935,"99","15","1","Inst","3"
"3936",3936,"99","16","3","Inst","5"
"3937",3937,"99","17","2","Aff","4"
"3938",3938,"99","18","7","Aff","5"
"3939",3939,"99","19","7","Aff","5"
"3940",3940,"99","20","7","Aff","5"
"3941",3941,"99","21","7","Aff","4"
"3942",3942,"99","22","5","Aff","5"
"3943",3943,"99","23","5","Aff","5"
"3944",3944,"99","24","3","Aff","5"
"3945",3945,"99","25","7","Loc","4"
"3946",3946,"99","26","7","Loc","3"
"3947",3947,"99","27","7","Loc","4"
"3948",3948,"99","28","7","Loc","3"
"3949",3949,"99","29","6","Loc","3"
"3950",3950,"99","30","7","Loc","3"
"3951",3951,"99","31","6","Loc","2"
"3952",3952,"99","32","7","Loc","3"
"3953",3953,"99","33","7","Poss","2"
"3954",3954,"99","34","7","Poss","2"
"3955",3955,"99","35","7","Poss","2"
"3956",3956,"99","36","7","Poss","1"
"3957",3957,"99","37","7","Poss","2"
"3958",3958,"99","38","7","Poss","2"
"3959",3959,"99","39","7","Poss","2"
"3960",3960,"99","40","7","Poss","1"
"3961",3961,"100","1","2","Phys","9"
"3962",3962,"100","2","3","Phys","6"
"3963",3963,"100","3","3","Phys","9"
"3964",3964,"100","4","2","Phys","6"
"3965",3965,"100","5","2","Phys","5"
"3966",3966,"100","6","3","Phys","7"
"3967",3967,"100","7","6","Phys","9"
"3968",3968,"100","8","4","Phys","5"
"3969",3969,"100","9","1","Inst","7"
"3970",3970,"100","10","1","Inst","5"
"3971",3971,"100","11","1","Inst","7"
"3972",3972,"100","12","1","Inst","5"
"3973",3973,"100","13","1","Inst","8"
"3974",3974,"100","14","1","Inst","4"
"3975",3975,"100","15","1","Inst","3"
"3976",3976,"100","16","2","Inst","5"
"3977",3977,"100","17","5","Aff","4"
"3978",3978,"100","18","4","Aff","5"
"3979",3979,"100","19","4","Aff","5"
"3980",3980,"100","20","2","Aff","5"
"3981",3981,"100","21","5","Aff","4"
"3982",3982,"100","22","3","Aff","5"
"3983",3983,"100","23","4","Aff","5"
"3984",3984,"100","24","6","Aff","5"
"3985",3985,"100","25","3","Loc","4"
"3986",3986,"100","26","7","Loc","3"
"3987",3987,"100","27","5","Loc","4"
"3988",3988,"100","28","6","Loc","3"
"3989",3989,"100","29","7","Loc","3"
"3990",3990,"100","30","3","Loc","3"
"3991",3991,"100","31","7","Loc","2"
"3992",3992,"100","32","5","Loc","3"
"3993",3993,"100","33","6","Poss","2"
"3994",3994,"100","34","6","Poss","2"
"3995",3995,"100","35","7","Poss","2"
"3996",3996,"100","36","5","Poss","1"
"3997",3997,"100","37","4","Poss","2"
"3998",3998,"100","38","7","Poss","2"
"3999",3999,"100","39","7","Poss","2"
"4000",4000,"100","40","6","Poss","1"
"4001",4001,"101","1","7","Phys","9"
"4002",4002,"101","2","7","Phys","6"
"4003",4003,"101","3","7","Phys","9"
"4004",4004,"101","4","7","Phys","6"
"4005",4005,"101","5","7","Phys","5"
"4006",4006,"101","6","7","Phys","7"
"4007",4007,"101","7","7","Phys","9"
"4008",4008,"101","8","7","Phys","5"
"4009",4009,"101","9","1","Inst","7"
"4010",4010,"101","10","6","Inst","5"
"4011",4011,"101","11","2","Inst","7"
"4012",4012,"101","12","3","Inst","5"
"4013",4013,"101","13","2","Inst","8"
"4014",4014,"101","14","2","Inst","4"
"4015",4015,"101","15","1","Inst","3"
"4016",4016,"101","16","7","Inst","5"
"4017",4017,"101","17","7","Aff","4"
"4018",4018,"101","18","7","Aff","5"
"4019",4019,"101","19","7","Aff","5"
"4020",4020,"101","20","7","Aff","5"
"4021",4021,"101","21","7","Aff","4"
"4022",4022,"101","22","7","Aff","5"
"4023",4023,"101","23","7","Aff","5"
"4024",4024,"101","24","5","Aff","5"
"4025",4025,"101","25","7","Loc","4"
"4026",4026,"101","26","7","Loc","3"
"4027",4027,"101","27","7","Loc","4"
"4028",4028,"101","28","7","Loc","3"
"4029",4029,"101","29","7","Loc","3"
"4030",4030,"101","30","7","Loc","3"
"4031",4031,"101","31","7","Loc","2"
"4032",4032,"101","32","7","Loc","3"
"4033",4033,"101","33","7","Poss","2"
"4034",4034,"101","34","7","Poss","2"
"4035",4035,"101","35","7","Poss","2"
"4036",4036,"101","36","7","Poss","1"
"4037",4037,"101","37","7","Poss","2"
"4038",4038,"101","38","7","Poss","2"
"4039",4039,"101","39","7","Poss","2"
"4040",4040,"101","40","7","Poss","1"
"4041",4041,"102","1","7","Phys","9"
"4042",4042,"102","2","6","Phys","6"
"4043",4043,"102","3","6","Phys","9"
"4044",4044,"102","4","6","Phys","6"
"4045",4045,"102","5","5","Phys","5"
"4046",4046,"102","6","5","Phys","7"
"4047",4047,"102","7","7","Phys","9"
"4048",4048,"102","8","6","Phys","5"
"4049",4049,"102","9","5","Inst","7"
"4050",4050,"102","10","7","Inst","5"
"4051",4051,"102","11","4","Inst","7"
"4052",4052,"102","12","5","Inst","5"
"4053",4053,"102","13","6","Inst","8"
"4054",4054,"102","14","4","Inst","4"
"4055",4055,"102","15","5","Inst","3"
"4056",4056,"102","16","6","Inst","5"
"4057",4057,"102","17","7","Aff","4"
"4058",4058,"102","18","7","Aff","5"
"4059",4059,"102","19","6","Aff","5"
"4060",4060,"102","20","5","Aff","5"
"4061",4061,"102","21","6","Aff","4"
"4062",4062,"102","22","5","Aff","5"
"4063",4063,"102","23","4","Aff","5"
"4064",4064,"102","24","6","Aff","5"
"4065",4065,"102","25","6","Loc","4"
"4066",4066,"102","26","4","Loc","3"
"4067",4067,"102","27","5","Loc","4"
"4068",4068,"102","28","6","Loc","3"
"4069",4069,"102","29","6","Loc","3"
"4070",4070,"102","30","6","Loc","3"
"4071",4071,"102","31","7","Loc","2"
"4072",4072,"102","32","5","Loc","3"
"4073",4073,"102","33","5","Poss","2"
"4074",4074,"102","34","6","Poss","2"
"4075",4075,"102","35","7","Poss","2"
"4076",4076,"102","36","6","Poss","1"
"4077",4077,"102","37","4","Poss","2"
"4078",4078,"102","38","5","Poss","2"
"4079",4079,"102","39","6","Poss","2"
"4080",4080,"102","40","7","Poss","1"
"4081",4081,"103","1","5","Phys","9"
"4082",4082,"103","2","3","Phys","6"
"4083",4083,"103","3","3","Phys","9"
"4084",4084,"103","4","3","Phys","6"
"4085",4085,"103","5","2","Phys","5"
"4086",4086,"103","6","2","Phys","7"
"4087",4087,"103","7","4","Phys","9"
"4088",4088,"103","8","1","Phys","5"
"4089",4089,"103","9","1","Inst","7"
"4090",4090,"103","10","1","Inst","5"
"4091",4091,"103","11","4","Inst","7"
"4092",4092,"103","12","1","Inst","5"
"4093",4093,"103","13","2","Inst","8"
"4094",4094,"103","14","1","Inst","4"
"4095",4095,"103","15","1","Inst","3"
"4096",4096,"103","16","4","Inst","5"
"4097",4097,"103","17","3","Aff","4"
"4098",4098,"103","18","1","Aff","5"
"4099",4099,"103","19","4","Aff","5"
"4100",4100,"103","20","4","Aff","5"
"4101",4101,"103","21","3","Aff","4"
"4102",4102,"103","22","2","Aff","5"
"4103",4103,"103","23","3","Aff","5"
"4104",4104,"103","24","2","Aff","5"
"4105",4105,"103","25","7","Loc","4"
"4106",4106,"103","26","3","Loc","3"
"4107",4107,"103","27","5","Loc","4"
"4108",4108,"103","28","5","Loc","3"
"4109",4109,"103","29","5","Loc","3"
"4110",4110,"103","30","6","Loc","3"
"4111",4111,"103","31","5","Loc","2"
"4112",4112,"103","32","7","Loc","3"
"4113",4113,"103","33","5","Poss","2"
"4114",4114,"103","34","5","Poss","2"
"4115",4115,"103","35","6","Poss","2"
"4116",4116,"103","36","7","Poss","1"
"4117",4117,"103","37","4","Poss","2"
"4118",4118,"103","38","7","Poss","2"
"4119",4119,"103","39","6","Poss","2"
"4120",4120,"103","40","6","Poss","1"
"4121",4121,"104","1","6","Phys","9"
"4122",4122,"104","2","5","Phys","6"
"4123",4123,"104","3","6","Phys","9"
"4124",4124,"104","4","6","Phys","6"
"4125",4125,"104","5","5","Phys","5"
"4126",4126,"104","6","5","Phys","7"
"4127",4127,"104","7","3","Phys","9"
"4128",4128,"104","8","6","Phys","5"
"4129",4129,"104","9","1","Inst","7"
"4130",4130,"104","10","3","Inst","5"
"4131",4131,"104","11","2","Inst","7"
"4132",4132,"104","12","5","Inst","5"
"4133",4133,"104","13","3","Inst","8"
"4134",4134,"104","14","1","Inst","4"
"4135",4135,"104","15","2","Inst","3"
"4136",4136,"104","16","5","Inst","5"
"4137",4137,"104","17","5","Aff","4"
"4138",4138,"104","18","6","Aff","5"
"4139",4139,"104","19","6","Aff","5"
"4140",4140,"104","20","6","Aff","5"
"4141",4141,"104","21","6","Aff","4"
"4142",4142,"104","22","4","Aff","5"
"4143",4143,"104","23","6","Aff","5"
"4144",4144,"104","24","4","Aff","5"
"4145",4145,"104","25","6","Loc","4"
"4146",4146,"104","26","6","Loc","3"
"4147",4147,"104","27","5","Loc","4"
"4148",4148,"104","28","6","Loc","3"
"4149",4149,"104","29","6","Loc","3"
"4150",4150,"104","30","6","Loc","3"
"4151",4151,"104","31","6","Loc","2"
"4152",4152,"104","32","6","Loc","3"
"4153",4153,"104","33","6","Poss","2"
"4154",4154,"104","34","5","Poss","2"
"4155",4155,"104","35","6","Poss","2"
"4156",4156,"104","36","6","Poss","1"
"4157",4157,"104","37","6","Poss","2"
"4158",4158,"104","38","6","Poss","2"
"4159",4159,"104","39","6","Poss","2"
"4160",4160,"104","40","6","Poss","1"
"4161",4161,"105","1","7","Phys","9"
"4162",4162,"105","2","3","Phys","6"
"4163",4163,"105","3","6","Phys","9"
"4164",4164,"105","4","6","Phys","6"
"4165",4165,"105","5","5","Phys","5"
"4166",4166,"105","6","5","Phys","7"
"4167",4167,"105","7","1","Phys","9"
"4168",4168,"105","8","5","Phys","5"
"4169",4169,"105","9","1","Inst","7"
"4170",4170,"105","10","1","Inst","5"
"4171",4171,"105","11","1","Inst","7"
"4172",4172,"105","12","1","Inst","5"
"4173",4173,"105","13","3","Inst","8"
"4174",4174,"105","14","1","Inst","4"
"4175",4175,"105","15","1","Inst","3"
"4176",4176,"105","16","2","Inst","5"
"4177",4177,"105","17","1","Aff","4"
"4178",4178,"105","18","3","Aff","5"
"4179",4179,"105","19","5","Aff","5"
"4180",4180,"105","20","1","Aff","5"
"4181",4181,"105","21","5","Aff","4"
"4182",4182,"105","22","5","Aff","5"
"4183",4183,"105","23","3","Aff","5"
"4184",4184,"105","24","2","Aff","5"
"4185",4185,"105","25","5","Loc","4"
"4186",4186,"105","26","5","Loc","3"
"4187",4187,"105","27","5","Loc","4"
"4188",4188,"105","28","5","Loc","3"
"4189",4189,"105","29","5","Loc","3"
"4190",4190,"105","30","6","Loc","3"
"4191",4191,"105","31","5","Loc","2"
"4192",4192,"105","32","6","Loc","3"
"4193",4193,"105","33","6","Poss","2"
"4194",4194,"105","34","4","Poss","2"
"4195",4195,"105","35","7","Poss","2"
"4196",4196,"105","36","5","Poss","1"
"4197",4197,"105","37","3","Poss","2"
"4198",4198,"105","38","5","Poss","2"
"4199",4199,"105","39","5","Poss","2"
"4200",4200,"105","40","6","Poss","1"
"4201",4201,"106","1","7","Phys","9"
"4202",4202,"106","2","7","Phys","6"
"4203",4203,"106","3","7","Phys","9"
"4204",4204,"106","4","5","Phys","6"
"4205",4205,"106","5","7","Phys","5"
"4206",4206,"106","6","7","Phys","7"
"4207",4207,"106","7","2","Phys","9"
"4208",4208,"106","8","3","Phys","5"
"4209",4209,"106","9","2","Inst","7"
"4210",4210,"106","10","3","Inst","5"
"4211",4211,"106","11","4","Inst","7"
"4212",4212,"106","12","2","Inst","5"
"4213",4213,"106","13","5","Inst","8"
"4214",4214,"106","14","1","Inst","4"
"4215",4215,"106","15","3","Inst","3"
"4216",4216,"106","16","6","Inst","5"
"4217",4217,"106","17","7","Aff","4"
"4218",4218,"106","18","7","Aff","5"
"4219",4219,"106","19","7","Aff","5"
"4220",4220,"106","20","7","Aff","5"
"4221",4221,"106","21","6","Aff","4"
"4222",4222,"106","22","7","Aff","5"
"4223",4223,"106","23","7","Aff","5"
"4224",4224,"106","24","2","Aff","5"
"4225",4225,"106","25","7","Loc","4"
"4226",4226,"106","26","7","Loc","3"
"4227",4227,"106","27","7","Loc","4"
"4228",4228,"106","28","7","Loc","3"
"4229",4229,"106","29","7","Loc","3"
"4230",4230,"106","30","7","Loc","3"
"4231",4231,"106","31","7","Loc","2"
"4232",4232,"106","32","6","Loc","3"
"4233",4233,"106","33","7","Poss","2"
"4234",4234,"106","34","7","Poss","2"
"4235",4235,"106","35","7","Poss","2"
"4236",4236,"106","36","7","Poss","1"
"4237",4237,"106","37","7","Poss","2"
"4238",4238,"106","38","7","Poss","2"
"4239",4239,"106","39","7","Poss","2"
"4240",4240,"106","40","7","Poss","1"
"4241",4241,"107","1","6","Phys","9"
"4242",4242,"107","2","5","Phys","6"
"4243",4243,"107","3","6","Phys","9"
"4244",4244,"107","4","5","Phys","6"
"4245",4245,"107","5","5","Phys","5"
"4246",4246,"107","6","5","Phys","7"
"4247",4247,"107","7","5","Phys","9"
"4248",4248,"107","8","5","Phys","5"
"4249",4249,"107","9","2","Inst","7"
"4250",4250,"107","10","2","Inst","5"
"4251",4251,"107","11","4","Inst","7"
"4252",4252,"107","12","3","Inst","5"
"4253",4253,"107","13","5","Inst","8"
"4254",4254,"107","14","2","Inst","4"
"4255",4255,"107","15","2","Inst","3"
"4256",4256,"107","16","2","Inst","5"
"4257",4257,"107","17","6","Aff","4"
"4258",4258,"107","18","5","Aff","5"
"4259",4259,"107","19","5","Aff","5"
"4260",4260,"107","20","5","Aff","5"
"4261",4261,"107","21","5","Aff","4"
"4262",4262,"107","22","5","Aff","5"
"4263",4263,"107","23","5","Aff","5"
"4264",4264,"107","24","6","Aff","5"
"4265",4265,"107","25","6","Loc","4"
"4266",4266,"107","26","5","Loc","3"
"4267",4267,"107","27","6","Loc","4"
"4268",4268,"107","28","4","Loc","3"
"4269",4269,"107","29","6","Loc","3"
"4270",4270,"107","30","7","Loc","3"
"4271",4271,"107","31","6","Loc","2"
"4272",4272,"107","32","4","Loc","3"
"4273",4273,"107","33","5","Poss","2"
"4274",4274,"107","34","6","Poss","2"
"4275",4275,"107","35","7","Poss","2"
"4276",4276,"107","36","6","Poss","1"
"4277",4277,"107","37","5","Poss","2"
"4278",4278,"107","38","7","Poss","2"
"4279",4279,"107","39","6","Poss","2"
"4280",4280,"107","40","6","Poss","1"
"4281",4281,"108","1","5","Phys","9"
"4282",4282,"108","2","5","Phys","6"
"4283",4283,"108","3","7","Phys","9"
"4284",4284,"108","4","6","Phys","6"
"4285",4285,"108","5","6","Phys","5"
"4286",4286,"108","6","6","Phys","7"
"4287",4287,"108","7","1","Phys","9"
"4288",4288,"108","8","5","Phys","5"
"4289",4289,"108","9","1","Inst","7"
"4290",4290,"108","10","4","Inst","5"
"4291",4291,"108","11","2","Inst","7"
"4292",4292,"108","12","2","Inst","5"
"4293",4293,"108","13","2","Inst","8"
"4294",4294,"108","14","2","Inst","4"
"4295",4295,"108","15","2","Inst","3"
"4296",4296,"108","16","2","Inst","5"
"4297",4297,"108","17","6","Aff","4"
"4298",4298,"108","18","5","Aff","5"
"4299",4299,"108","19","7","Aff","5"
"4300",4300,"108","20","6","Aff","5"
"4301",4301,"108","21","7","Aff","4"
"4302",4302,"108","22","6","Aff","5"
"4303",4303,"108","23","6","Aff","5"
"4304",4304,"108","24","6","Aff","5"
"4305",4305,"108","25","7","Loc","4"
"4306",4306,"108","26","6","Loc","3"
"4307",4307,"108","27","7","Loc","4"
"4308",4308,"108","28","2","Loc","3"
"4309",4309,"108","29","7","Loc","3"
"4310",4310,"108","30","6","Loc","3"
"4311",4311,"108","31","7","Loc","2"
"4312",4312,"108","32","7","Loc","3"
"4313",4313,"108","33","7","Poss","2"
"4314",4314,"108","34","5","Poss","2"
"4315",4315,"108","35","7","Poss","2"
"4316",4316,"108","36","6","Poss","1"
"4317",4317,"108","37","6","Poss","2"
"4318",4318,"108","38","7","Poss","2"
"4319",4319,"108","39","7","Poss","2"
"4320",4320,"108","40","7","Poss","1"
"4321",4321,"109","1","4","Phys","9"
"4322",4322,"109","2","2","Phys","6"
"4323",4323,"109","3","4","Phys","9"
"4324",4324,"109","4","6","Phys","6"
"4325",4325,"109","5","4","Phys","5"
"4326",4326,"109","6","3","Phys","7"
"4327",4327,"109","7","3","Phys","9"
"4328",4328,"109","8","4","Phys","5"
"4329",4329,"109","9","2","Inst","7"
"4330",4330,"109","10","5","Inst","5"
"4331",4331,"109","11","4","Inst","7"
"4332",4332,"109","12","4","Inst","5"
"4333",4333,"109","13","5","Inst","8"
"4334",4334,"109","14","5","Inst","4"
"4335",4335,"109","15","4","Inst","3"
"4336",4336,"109","16","2","Inst","5"
"4337",4337,"109","17","5","Aff","4"
"4338",4338,"109","18","5","Aff","5"
"4339",4339,"109","19","3","Aff","5"
"4340",4340,"109","20","4","Aff","5"
"4341",4341,"109","21","4","Aff","4"
"4342",4342,"109","22","4","Aff","5"
"4343",4343,"109","23","2","Aff","5"
"4344",4344,"109","24","3","Aff","5"
"4345",4345,"109","25","4","Loc","4"
"4346",4346,"109","26","4","Loc","3"
"4347",4347,"109","27","4","Loc","4"
"4348",4348,"109","28","2","Loc","3"
"4349",4349,"109","29","4","Loc","3"
"4350",4350,"109","30","4","Loc","3"
"4351",4351,"109","31","4","Loc","2"
"4352",4352,"109","32","3","Loc","3"
"4353",4353,"109","33","5","Poss","2"
"4354",4354,"109","34","4","Poss","2"
"4355",4355,"109","35","5","Poss","2"
"4356",4356,"109","36","4","Poss","1"
"4357",4357,"109","37","4","Poss","2"
"4358",4358,"109","38","3","Poss","2"
"4359",4359,"109","39","4","Poss","2"
"4360",4360,"109","40","4","Poss","1"
"4361",4361,"110","1","3","Phys","9"
"4362",4362,"110","2","2","Phys","6"
"4363",4363,"110","3","7","Phys","9"
"4364",4364,"110","4","2","Phys","6"
"4365",4365,"110","5","7","Phys","5"
"4366",4366,"110","6","6","Phys","7"
"4367",4367,"110","7","2","Phys","9"
"4368",4368,"110","8","2","Phys","5"
"4369",4369,"110","9","1","Inst","7"
"4370",4370,"110","10","1","Inst","5"
"4371",4371,"110","11","1","Inst","7"
"4372",4372,"110","12","1","Inst","5"
"4373",4373,"110","13","1","Inst","8"
"4374",4374,"110","14","1","Inst","4"
"4375",4375,"110","15","1","Inst","3"
"4376",4376,"110","16","1","Inst","5"
"4377",4377,"110","17","2","Aff","4"
"4378",4378,"110","18","6","Aff","5"
"4379",4379,"110","19","6","Aff","5"
"4380",4380,"110","20","6","Aff","5"
"4381",4381,"110","21","3","Aff","4"
"4382",4382,"110","22","6","Aff","5"
"4383",4383,"110","23","6","Aff","5"
"4384",4384,"110","24","5","Aff","5"
"4385",4385,"110","25","7","Loc","4"
"4386",4386,"110","26","7","Loc","3"
"4387",4387,"110","27","5","Loc","4"
"4388",4388,"110","28","7","Loc","3"
"4389",4389,"110","29","7","Loc","3"
"4390",4390,"110","30","7","Loc","3"
"4391",4391,"110","31","7","Loc","2"
"4392",4392,"110","32","7","Loc","3"
"4393",4393,"110","33","7","Poss","2"
"4394",4394,"110","34","1","Poss","2"
"4395",4395,"110","35","7","Poss","2"
"4396",4396,"110","36","6","Poss","1"
"4397",4397,"110","37","5","Poss","2"
"4398",4398,"110","38","6","Poss","2"
"4399",4399,"110","39","5","Poss","2"
"4400",4400,"110","40","7","Poss","1"
"4401",4401,"111","1","5","Phys","9"
"4402",4402,"111","2","6","Phys","6"
"4403",4403,"111","3","6","Phys","9"
"4404",4404,"111","4","5","Phys","6"
"4405",4405,"111","5","6","Phys","5"
"4406",4406,"111","6","6","Phys","7"
"4407",4407,"111","7","5","Phys","9"
"4408",4408,"111","8","5","Phys","5"
"4409",4409,"111","9","5","Inst","7"
"4410",4410,"111","10","5","Inst","5"
"4411",4411,"111","11","5","Inst","7"
"4412",4412,"111","12","5","Inst","5"
"4413",4413,"111","13","5","Inst","8"
"4414",4414,"111","14","5","Inst","4"
"4415",4415,"111","15","5","Inst","3"
"4416",4416,"111","16","5","Inst","5"
"4417",4417,"111","17","5","Aff","4"
"4418",4418,"111","18","6","Aff","5"
"4419",4419,"111","19","6","Aff","5"
"4420",4420,"111","20","6","Aff","5"
"4421",4421,"111","21","6","Aff","4"
"4422",4422,"111","22","6","Aff","5"
"4423",4423,"111","23","6","Aff","5"
"4424",4424,"111","24","5","Aff","5"
"4425",4425,"111","25","6","Loc","4"
"4426",4426,"111","26","6","Loc","3"
"4427",4427,"111","27","6","Loc","4"
"4428",4428,"111","28","6","Loc","3"
"4429",4429,"111","29","6","Loc","3"
"4430",4430,"111","30","6","Loc","3"
"4431",4431,"111","31","6","Loc","2"
"4432",4432,"111","32","6","Loc","3"
"4433",4433,"111","33","6","Poss","2"
"4434",4434,"111","34","6","Poss","2"
"4435",4435,"111","35","6","Poss","2"
"4436",4436,"111","36","6","Poss","1"
"4437",4437,"111","37","5","Poss","2"
"4438",4438,"111","38","6","Poss","2"
"4439",4439,"111","39","6","Poss","2"
"4440",4440,"111","40","6","Poss","1"
"4441",4441,"112","1","5","Phys","9"
"4442",4442,"112","2","4","Phys","6"
"4443",4443,"112","3","7","Phys","9"
"4444",4444,"112","4","7","Phys","6"
"4445",4445,"112","5","7","Phys","5"
"4446",4446,"112","6","6","Phys","7"
"4447",4447,"112","7","7","Phys","9"
"4448",4448,"112","8","7","Phys","5"
"4449",4449,"112","9","2","Inst","7"
"4450",4450,"112","10","3","Inst","5"
"4451",4451,"112","11","3","Inst","7"
"4452",4452,"112","12","3","Inst","5"
"4453",4453,"112","13","3","Inst","8"
"4454",4454,"112","14","1","Inst","4"
"4455",4455,"112","15","1","Inst","3"
"4456",4456,"112","16","6","Inst","5"
"4457",4457,"112","17","7","Aff","4"
"4458",4458,"112","18","7","Aff","5"
"4459",4459,"112","19","7","Aff","5"
"4460",4460,"112","20","7","Aff","5"
"4461",4461,"112","21","7","Aff","4"
"4462",4462,"112","22","7","Aff","5"
"4463",4463,"112","23","7","Aff","5"
"4464",4464,"112","24","7","Aff","5"
"4465",4465,"112","25","7","Loc","4"
"4466",4466,"112","26","7","Loc","3"
"4467",4467,"112","27","7","Loc","4"
"4468",4468,"112","28","7","Loc","3"
"4469",4469,"112","29","7","Loc","3"
"4470",4470,"112","30","7","Loc","3"
"4471",4471,"112","31","7","Loc","2"
"4472",4472,"112","32","7","Loc","3"
"4473",4473,"112","33","7","Poss","2"
"4474",4474,"112","34","7","Poss","2"
"4475",4475,"112","35","7","Poss","2"
"4476",4476,"112","36","7","Poss","1"
"4477",4477,"112","37","6","Poss","2"
"4478",4478,"112","38","7","Poss","2"
"4479",4479,"112","39","7","Poss","2"
"4480",4480,"112","40","7","Poss","1"
"4481",4481,"113","1","7","Phys","9"
"4482",4482,"113","2","7","Phys","6"
"4483",4483,"113","3","7","Phys","9"
"4484",4484,"113","4","7","Phys","6"
"4485",4485,"113","5","7","Phys","5"
"4486",4486,"113","6","7","Phys","7"
